mukey,pm_dom,comppct_dom,n_pm
328225,loamy marine deposits derived from sedimentary rock,60,2
328227,loamy marine deposits derived from sedimentary rock,85,1
328228,loamy marine deposits derived from sedimentary rock,50,2
328229,loamy marine deposits derived from sedimentary rock,90,1
328231,loamy marine deposits derived from sedimentary rock,50,1
328233,fine-loamy marine deposits,85,2
328234,sandy and loamy marine deposits,80,1
328237,stratified loamy and clayey marine deposits derived from sedimentary rock,45,2
328238,sandy marine deposits over loamy marine deposits,80,1
328239,sandy marine deposits over loamy marine deposits,80,1
328240,fine-loamy fluviomarine deposits,85,2
328244,loamy marine deposits derived from sedimentary rock,45,2
328247,sandy and loamy marine deposits,85,1
328248,sandy and loamy marine deposits,85,1
328251,stratified clayey and loamy marine deposits derived from sedimentary rock,50,3
328254,loamy alluvium derived from sedimentary rock,85,2
328255,sandy and loamy alluvium derived from sedimentary rock,85,2
328260,loamy alluvium,40,3
328262,acid clayey fluviomarine deposits derived from sedimentary rock,80,1
328269,loamy marine deposits derived from sedimentary rock,90,1
328271,loamy marine deposits derived from sedimentary rock,45,2
328275,sandy over loamy marine deposits derived from sedimentary rock,55,3
328356,alluvium derived from sandstone and shale,80,2
328359,residuum weathered from cherty limestone,80,2
328364,"loamy and silty alluvium derived from limestone, sandstone, and shale",85,2
328369,"loamy alluvium derived from limestone, sandstone, and shale",85,2
328373,loamy residuum weathered from sandstone,90,1
328374,loamy residuum weathered from sandstone,46,2
328376,sandy and loamy residuum weathered from sandstone,70,1
328380,loamy residuum weathered from sandstone,85,2
328382,loamy residuum weathered from sandstone,42,3
328386,loamy residuum weathered from shale and siltstone,50,2
328387,loamy residuum weathered from shale and siltstone,50,2
328406,sandy over loamy marine deposits derived from sedimentary rock,55,4
328407,loamy and clayey marine deposits derived from sedimentary rock,90,1
328408,clayey and shaly marine deposits derived from sedimentary rock,80,1
328409,clayey and shaly marine deposits derived from sedimentary rock,80,3
328411,loamy marine deposits derived from sedimentary rock,80,1
328417,clayey marine deposits derived from chalk,90,1
328418,loamy marine deposits derived from sedimentary rock,85,3
328419,loamy marine deposits derived from sedimentary rock,85,2
328421,loamy marine deposits derived from sedimentary rock,40,4
328422,loamy alluvium derived from sedimentary rock,55,4
328423,loamy alluvium derived from sedimentary rock,50,3
328430,clayey marine deposits over chalk,85,1
328431,clayey marine deposits over chalk,85,1
328436,clayey alluvium derived from sedimentary rock,50,3
328444,sandy and loamy fluviomarine deposits,90,1
328447,loamy fluviomarine deposits derived from sedimentary rock,90,3
328448,residuum weathered from chalk,50,3
328455,clayey marine deposits derived from clayey shale,85,3
328459,loamy marine deposits derived from sedimentary rock,90,1
328460,loamy marine deposits derived from sedimentary rock,90,1
328461,clayey marine deposits derived from sedimentary rock,85,2
328464,loamy alluvium derived from sedimentary rock,35,3
328474,loamy fluviomarine deposits,55,4
328480,unconsolidated sandy and loamy fluviomarine deposits derived from sedimentary rock,35,4
328484,loamy fluviomarine deposits derived from sedimentary rock,90,2
328519,loamy marine deposits derived from sedimentary rock,85,2
328522,loamy marine deposits derived from sedimentary rock,55,3
328533,loamy fluviomarine deposits derived from sedimentary rock,90,2
328537,Pleistocene loamy fluviomarine deposits derived from sedimentary rock,50,4
328541,Pleistocene loamy fluviomarine deposits derived from sedimentary rock,90,2
328542,Pleistocene loamy fluviomarine deposits derived from sedimentary rock,85,2
328545,Tertiary loamy and gravelly marine deposits derived from sedimentary rock,85,1
328549,loamy residuum weathered from slate,85,2
328550,loamy residuum weathered from slate,85,2
328551,loamy residuum weathered from slate,60,3
328553,clayey residuum weathered from schist,85,2
328554,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",85,2
328563,acid clay marine deposits derived from sedimentary rock over sandstone and siltstone,50,3
328565,loamy fluviomarine deposits,35,3
328570,clayey alluvium,40,2
328575,clayey marine deposits derived from shale,90,3
328594,loamy fluviomarine deposits derived from sedimentary rock,85,1
328597,loamy marine deposits derived from sedimentary rock,85,3
328601,medium and fine textured clayey marine deposits derived from sedimentary rock,50,3
328607,clayey residuum weathered from chalk,45,1
328608,loamy alluvium derived from sedimentary rock,65,3
328612,clayey marine deposits derived from sedimentary rock,90,1
328613,clayey alluvium derived from sedimentary rock,90,1
328619,loamy marine deposits derived from sedimentary rock,90,1
328620,loamy marine deposits derived from sedimentary rock,85,1
328638,clayey alluvium derived from sedimentary rock,90,2
328641,stratified loamy and sandy alluvium derived from sedimentary rock,40,4
328645,clayey alluvium,40,2
328649,fine-loamy fluviomarine deposits derived from sedimentary rock,85,3
328654,loamy over sandy fluviomarine deposits derived from sedimentary rock,80,3
328657,loamy marine deposits derived from sedimentary rock,60,3
328660,loamy and clayey fine-loamy marine deposits,90,1
328661,loamy and clayey marine deposits derived from sedimentary rock,90,1
328663,loamy and clayey marine deposits derived from sedimentary rock,50,4
328666,loamy marine deposits,85,1
328668,clayey marine deposits derived from siltstone,55,3
328674,unconsolidated sandy and loamy fluviomarine deposits derived from sedimentary rock,40,3
328675,acid clayey fluviomarine deposits derived from sedimentary rock,80,1
328679,fine-loamy marine deposits,85,2
328689,clayey residuum weathered from calcareous shale,44,3
328700,loamy creep deposits derived from cherty limestone over clayey residuum weathered from cherty limestone,85,2
328703,residuum weathered from sandstone and shale,50,2
328707,Tertiary loamy and gravelly marine deposits derived from sedimentary rock,52,3
328709,loamy marine deposits derived from sedimentary rock,40,2
328715,acid clay marine deposits derived from sedimentary rock over sandstone and siltstone,75,2
328717,stratified sandy and silty alluvium derived from sedimentary rock,85,1
328722,clayey alluvium derived from sedimentary rock,50,2
328723,clayey and shaly marine deposits derived from sedimentary rock,90,2
328727,clayey marine deposits derived from sedimentary rock,85,2
328731,loamy and clayey fluviomarine deposits,55,2
328732,loamy marine deposits derived from sedimentary rock,90,2
328733,loamy marine deposits derived from sedimentary rock,85,3
328734,unconsolidated loamy deposits sedimentary rock,80,2
328736,loamy marine deposits derived from sedimentary rock,85,2
328737,clayey marine deposits over chalk,65,3
328743,unconsolidated sandy and loamy fluviomarine deposits derived from sedimentary rock,45,4
328744,unconsolidated sandy and loamy marine deposits,55,2
328746,loamy alluvium derived from sedimentary rock,85,2
328747,acid clay marine deposits derived from sedimentary rock over sandstone and siltstone,85,3
328749,sandy over loamy marine deposits derived from sedimentary rock,90,1
328751,sandy and loamy marine deposits,90,1
328752,sandy and loamy marine deposits,90,1
328754,loamy marine deposits derived from sedimentary rock,50,2
328755,loamy marine deposits derived from sedimentary rock,70,4
328757,highly decomposed woody organic material over sandy marine deposits derived from sedimentary rock,100,1
328758,"unconsolidated, medium to fine-textured marine deposits derived from sedimentary rock",46,3
328759,"unconsolidated, medium to fine-textured marine deposits derived from sedimentary rock",46,2
328762,fine-loamy fluviomarine deposits derived from sedimentary rock,85,3
328764,fine-loamy fluviomarine deposits derived from sedimentary rock,90,1
328769,loamy alluvium derived from sedimentary rock,90,3
328770,loamy and sandy alluvium,40,3
328773,loamy and clayey marine deposits,80,1
328774,loamy and clayey marine deposits derived from sedimentary rock,90,1
328775,loamy and clayey marine deposits derived from sedimentary rock,90,1
328778,loamy alluvium derived from sedimentary rock,90,1
328783,unconsolidated sandy and loamy marine deposits,85,1
328784,unconsolidated sandy and loamy marine deposits,90,3
328794,loamy and clayey marine deposits,90,1
328795,loamy and clayey fine-loamy marine deposits,90,1
328834,loamy marine deposits derived from sedimentary rock,85,2
328838,sandy and loamy marine deposits,85,1
328845,acid clay marine deposits derived from sedimentary rock over sandstone and siltstone,85,1
328851,acid clay marine deposits derived from sandstone and siltstone,85,2
328868,fine-loamy fluviomarine deposits derived from sedimentary rock,90,1
328869,fine-loamy fluviomarine deposits derived from sedimentary rock,90,1
328874,loamy alluvium,40,3
328883,clayey residuum weathered from shale,90,1
328884,clayey residuum weathered from shale,85,2
328885,clayey residuum weathered from shale,85,2
328888,clayey residuum weathered from shale,85,2
328904,loamy residuum weathered from sandstone,60,2
328905,loamy residuum weathered from sandstone,90,1
328918,silty alluvium derived from sandstone and siltstone,90,2
328921,loamy residuum weathered from sandstone,85,2
328922,loamy residuum weathered from sandstone,85,2
328935,loamy residuum weathered from sandstone,85,2
328936,loamy alluvium derived from sandstone and shale,90,2
328945,sandy residuum weathered from sandstone,85,1
328971,sandy  over clayey marine deposits derived from sedimentary rock,31,5
328972,coarse-textured fluviomarine deposits derived from sedimentary rock,85,1
328973,coarse-textured fluviomarine deposits derived from sedimentary rock,80,3
328991,sandy over loamy fluviomarine deposits,50,3
328994,sandy marine deposits derived from sedimentary rock,40,4
328997,clayey marine deposits derived from sedimentary rock,85,3
329016,unconsolidated loamy marine deposits derived from sedimentary rock,85,3
329018,unconsolidated loamy marine deposits derived from sedimentary rock,85,3
329031,sandy alluvium derived from sedimentary rock,70,1
329035,clayey fluviomarine deposits derived from sedimentary rock,40,4
329037,clayey fluviomarine deposits derived from sedimentary rock,40,4
329039,clayey fluviomarine deposits derived from sedimentary rock,40,4
329056,stratified fluviomarine deposits derived from sedimentary rock,85,2
329058,loamy fluviomarine deposits derived from sedimentary rock,85,2
329061,clayey alluvium derived from sedimentary rock,80,2
329067,clayey marine deposits derived from chalk,80,2
329068,clayey marine deposits derived from chalk,85,2
329075,unconsolidated sandy and loamy marine deposits derived from sedimentary rock,80,3
329078,loamy marine deposits derived from sedimentary rock,51,4
329079,loamy alluvium derived from sedimentary rock,85,2
329082,clayey fluviomarine deposits derived from sedimentary rock,90,1
329083,clayey marine deposits over chalk,80,1
329084,clayey marine deposits over chalk,80,3
329090,fine-loamy marine deposits derived from sedimentary rock,90,1
329091,loamy fluviomarine deposits derived from sedimentary rock,90,1
329095,clayey residuum weathered from chalk,85,3
329102,unconsolidated sandy and loamy fluviomarine deposits derived from sedimentary rock,45,4
329106,clayey sediments  over chalk,85,2
329107,loamy fluviomarine deposits,90,2
329232,fine-loamy fluviomarine deposits derived from sedimentary rock,90,2
329248,loamy fluviomarine deposits derived from sedimentary rock,90,2
329255,red clayey marine deposits derived from sedimentary rock,85,2
329258,loamy and clayey marine deposits derived from sedimentary rock,85,2
329277,loamy alluvium,50,3
329281,loamy and clayey marine deposits derived from sedimentary rock,85,2
329288,unconsolidated sandy and loamy fluviomarine deposits derived from sedimentary rock,40,3
329289,loamy residuum weathered from phyllite,60,1
329301,clayey residuum weathered from metamorphic rock,85,2
329302,clayey residuum weathered from metamorphic rock,85,3
329310,loamy marine deposits derived from sedimentary rock,80,3
329312,loamy marine deposits derived from sedimentary rock and/or loamy alluvium derived from sedimentary rock,90,1
